everyday-thing	turker	triplet	label
telescope	worker_100	('mount', 'above', 'finderscope')	False
telescope	worker_100	('tripod', 'above', 'telescope tube')	False
telescope	worker_100	('finderscope', 'below', 'mount')	False
telescope	worker_100	('telescope tube', 'below', 'tripod')	False
telescope	worker_100	('finderscope', 'above', 'tripod')	True
telescope	worker_100	('tripod', 'below', 'finderscope')	True
telescope	worker_100	('tripod', 'above', 'finderscope')	False
telescope	worker_100	('finderscope', 'below', 'tripod')	False
telescope	worker_106	('finderscope', 'above', 'telescope tube')	True
telescope	worker_106	('eyepiece', 'behind', 'telescope tube')	True
telescope	worker_106	('telescope tube', 'connects', 'mount')	True
telescope	worker_106	('mount', 'requires', 'counter weight')	True
telescope	worker_106	('mount', 'above', 'tripod')	True
telescope	worker_106	('slow motion control', 'connects', 'telescope tube')	True
telescope	worker_106	('telescope tube', 'above', 'finderscope')	False
telescope	worker_106	('telescope tube', 'below', 'finderscope')	True
telescope	worker_106	('telescope tube', 'behind', 'eyepiece')	False
telescope	worker_106	('telescope tube', 'in front of', 'eyepiece')	True
telescope	worker_106	('mount', 'connects', 'telescope tube')	True
telescope	worker_106	('counter weight', 'requires', 'mount')	False
telescope	worker_106	('counter weight', 'required by', 'mount')	True
telescope	worker_106	('tripod', 'above', 'mount')	False
telescope	worker_106	('tripod', 'below', 'mount')	True
telescope	worker_106	('telescope tube', 'connects', 'slow motion control')	True
telescope	worker_106	('finderscope', 'below', 'telescope tube')	False
telescope	worker_106	('eyepiece', 'in front of', 'telescope tube')	False
telescope	worker_106	('mount', 'required by', 'counter weight')	False
telescope	worker_106	('mount', 'below', 'tripod')	False
windmill	worker_107	('rotor', 'connects', 'mill house')	True
windmill	worker_107	('mill house', 'behind', 'rotor')	True
windmill	worker_107	('mill house', 'above', 'base')	True
windmill	worker_107	('tail', 'connects', 'mill house')	True
windmill	worker_107	('tail', 'behind', 'mill house')	True
windmill	worker_107	('mill house', 'connects', 'rotor')	True
windmill	worker_107	('rotor', 'behind', 'mill house')	False
windmill	worker_107	('rotor', 'in front of', 'mill house')	True
windmill	worker_107	('base', 'above', 'mill house')	False
windmill	worker_107	('base', 'below', 'mill house')	True
windmill	worker_107	('mill house', 'connects', 'tail')	True
windmill	worker_107	('mill house', 'behind', 'tail')	False
windmill	worker_107	('mill house', 'in front of', 'tail')	True
windmill	worker_107	('tail', 'behind', 'rotor')	True
windmill	worker_107	('rotor', 'in front of', 'tail')	True
windmill	worker_107	('mill house', 'in front of', 'rotor')	False
windmill	worker_107	('mill house', 'below', 'base')	False
windmill	worker_107	('tail', 'in front of', 'mill house')	False
windmill	worker_107	('rotor', 'behind', 'tail')	False
windmill	worker_107	('tail', 'in front of', 'rotor')	False
windmill	worker_101	('mill house', 'connects', 'rotor')	True
windmill	worker_101	('mill house', 'behind', 'rotor')	True
windmill	worker_101	('mill house', 'behind', 'base')	True
windmill	worker_101	('rotor', 'above', 'base')	True
windmill	worker_101	('tail', 'part of', 'base')	True
windmill	worker_101	('rotor', 'connects', 'mill house')	True
windmill	worker_101	('rotor', 'behind', 'mill house')	False
windmill	worker_101	('rotor', 'in front of', 'mill house')	True
windmill	worker_101	('base', 'behind', 'mill house')	False
windmill	worker_101	('base', 'in front of', 'mill house')	True
windmill	worker_101	('base', 'above', 'rotor')	False
windmill	worker_101	('base', 'below', 'rotor')	True
windmill	worker_101	('base', 'part of', 'tail')	False
windmill	worker_101	('base', 'has part', 'tail')	True
windmill	worker_101	('mill house', 'in front of', 'rotor')	False
windmill	worker_101	('mill house', 'in front of', 'base')	False
windmill	worker_101	('rotor', 'below', 'base')	False
windmill	worker_101	('tail', 'has part', 'base')	False
windmill	worker_102	('rotor', 'connects', 'mill house')	True
windmill	worker_102	('rotor', 'above', 'mill house')	True
windmill	worker_102	('mill house', 'connects', 'base')	True
windmill	worker_102	('mill house', 'above', 'base')	True
windmill	worker_102	('mill house', 'connects', 'rotor')	True
windmill	worker_102	('mill house', 'above', 'rotor')	False
windmill	worker_102	('mill house', 'below', 'rotor')	True
windmill	worker_102	('base', 'connects', 'mill house')	True
windmill	worker_102	('base', 'above', 'mill house')	False
windmill	worker_102	('base', 'below', 'mill house')	True
windmill	worker_102	('rotor', 'above', 'base')	True
windmill	worker_102	('base', 'below', 'rotor')	True
windmill	worker_102	('rotor', 'below', 'mill house')	False
windmill	worker_102	('mill house', 'below', 'base')	False
windmill	worker_102	('base', 'above', 'rotor')	False
windmill	worker_102	('rotor', 'below', 'base')	False
backpack	worker_103	('handle loop', 'above', 'main compartment')	True
backpack	worker_103	('padded back', 'behind', 'main compartment')	True
backpack	worker_103	('padded back', 'connects', 'shoulder straps')	True
backpack	worker_103	('main compartment', 'connects', 'front pocket')	True
backpack	worker_103	('main compartment', 'surrounds', 'main zip')	True
backpack	worker_103	('main compartment', 'next to', 'side pocket')	True
backpack	worker_103	('main compartment', 'above', 'handle loop')	False
backpack	worker_103	('main compartment', 'below', 'handle loop')	True
backpack	worker_103	('main compartment', 'behind', 'padded back')	False
backpack	worker_103	('main compartment', 'in front of', 'padded back')	True
backpack	worker_103	('shoulder straps', 'connects', 'padded back')	True
backpack	worker_103	('front pocket', 'connects', 'main compartment')	True
backpack	worker_103	('main zip', 'surrounds', 'main compartment')	False
backpack	worker_103	('main zip', 'surrounded by', 'main compartment')	True
backpack	worker_103	('side pocket', 'next to', 'main compartment')	True
backpack	worker_103	('handle loop', 'below', 'main compartment')	False
backpack	worker_103	('padded back', 'in front of', 'main compartment')	False
backpack	worker_103	('main compartment', 'surrounded by', 'main zip')	False
backpack	worker_102	('handle loop', 'above', 'main compartment')	True
backpack	worker_102	('handle loop', 'connects', 'main compartment')	True
backpack	worker_102	('main zip', 'connects', 'main compartment')	True
backpack	worker_102	('main zip', 'above', 'side pocket')	True
backpack	worker_102	('side pocket', 'next to', 'front pocket')	True
backpack	worker_102	('main compartment', 'above', 'front pocket')	True
backpack	worker_102	('padded back', 'behind', 'main compartment')	True
backpack	worker_102	('padded back', 'connects', 'shoulder straps')	True
backpack	worker_102	('shoulder straps', 'behind', 'main compartment')	True
backpack	worker_102	('main compartment', 'above', 'handle loop')	False
backpack	worker_102	('main compartment', 'below', 'handle loop')	True
backpack	worker_102	('main compartment', 'connects', 'handle loop')	True
backpack	worker_102	('main compartment', 'connects', 'main zip')	True
backpack	worker_102	('side pocket', 'above', 'main zip')	False
backpack	worker_102	('side pocket', 'below', 'main zip')	True
backpack	worker_102	('front pocket', 'next to', 'side pocket')	True
backpack	worker_102	('front pocket', 'above', 'main compartment')	False
backpack	worker_102	('front pocket', 'below', 'main compartment')	True
backpack	worker_102	('main compartment', 'behind', 'padded back')	False
backpack	worker_102	('main compartment', 'in front of', 'padded back')	True
backpack	worker_102	('shoulder straps', 'connects', 'padded back')	True
backpack	worker_102	('main compartment', 'behind', 'shoulder straps')	False
backpack	worker_102	('main compartment', 'in front of', 'shoulder straps')	True
backpack	worker_102	('handle loop', 'above', 'front pocket')	True
backpack	worker_102	('front pocket', 'below', 'handle loop')	True
backpack	worker_102	('handle loop', 'below', 'main compartment')	False
backpack	worker_102	('main zip', 'below', 'side pocket')	False
backpack	worker_102	('main compartment', 'below', 'front pocket')	False
backpack	worker_102	('padded back', 'in front of', 'main compartment')	False
backpack	worker_102	('shoulder straps', 'in front of', 'main compartment')	False
backpack	worker_102	('front pocket', 'above', 'handle loop')	False
backpack	worker_102	('handle loop', 'below', 'front pocket')	False
backpack	worker_100	('padded back', 'connects', 'handle loop')	True
backpack	worker_100	('padded back', 'connects', 'shoulder straps')	True
backpack	worker_100	('padded back', 'connects', 'main zip')	True
backpack	worker_100	('main compartment', 'inside', 'padded back')	True
backpack	worker_100	('side pocket', 'connects', 'padded back')	True
backpack	worker_100	('side pocket', 'connects', 'front pocket')	True
backpack	worker_100	('padded back', 'behind', 'front pocket')	True
backpack	worker_100	('handle loop', 'connects', 'padded back')	True
backpack	worker_100	('shoulder straps', 'connects', 'padded back')	True
backpack	worker_100	('main zip', 'connects', 'padded back')	True
backpack	worker_100	('padded back', 'inside', 'main compartment')	False
backpack	worker_100	('padded back', 'contains', 'main compartment')	True
backpack	worker_100	('padded back', 'connects', 'side pocket')	True
backpack	worker_100	('front pocket', 'connects', 'side pocket')	True
backpack	worker_100	('front pocket', 'behind', 'padded back')	False
backpack	worker_100	('front pocket', 'in front of', 'padded back')	True
backpack	worker_100	('main compartment', 'contains', 'padded back')	False
backpack	worker_100	('padded back', 'in front of', 'front pocket')	False
deer	worker_101	('ear', 'above', 'eye')	True
deer	worker_101	('ear', 'next to', 'eye')	True
deer	worker_101	('ear', 'next to', 'antler')	True
deer	worker_101	('ear', 'connects', 'head')	True
deer	worker_101	('antler', 'connects', 'head')	True
deer	worker_101	('eye', 'connects', 'head')	True
deer	worker_101	('eye', 'above', 'nose')	True
deer	worker_101	('head', 'connects', 'nose')	True
deer	worker_101	('head', 'connects', 'mouth')	True
deer	worker_101	('head', 'connects', 'torso')	True
deer	worker_101	('torso', 'connects', 'head')	True
deer	worker_101	('torso', 'connects', 'tail')	True
deer	worker_101	('torso', 'connects', 'leg')	True
deer	worker_101	('torso', 'behind', 'head')	True
deer	worker_101	('torso', 'above', 'leg')	True
deer	worker_101	('tail', 'behind', 'torso')	True
deer	worker_101	('nose', 'above', 'mouth')	True
deer	worker_101	('leg', 'connects', 'hoof')	True
deer	worker_101	('leg', 'above', 'hoof')	True
deer	worker_101	('eye', 'above', 'ear')	False
deer	worker_101	('eye', 'below', 'ear')	True
deer	worker_101	('eye', 'next to', 'ear')	True
deer	worker_101	('antler', 'next to', 'ear')	True
deer	worker_101	('head', 'connects', 'ear')	True
deer	worker_101	('head', 'connects', 'antler')	True
deer	worker_101	('head', 'connects', 'eye')	True
deer	worker_101	('nose', 'above', 'eye')	False
deer	worker_101	('nose', 'below', 'eye')	True
deer	worker_101	('nose', 'connects', 'head')	True
deer	worker_101	('mouth', 'connects', 'head')	True
deer	worker_101	('tail', 'connects', 'torso')	True
deer	worker_101	('leg', 'connects', 'torso')	True
deer	worker_101	('head', 'behind', 'torso')	False
deer	worker_101	('head', 'in front of', 'torso')	True
deer	worker_101	('leg', 'above', 'torso')	False
deer	worker_101	('leg', 'below', 'torso')	True
deer	worker_101	('torso', 'behind', 'tail')	False
deer	worker_101	('torso', 'in front of', 'tail')	True
deer	worker_101	('mouth', 'above', 'nose')	False
deer	worker_101	('mouth', 'below', 'nose')	True
deer	worker_101	('hoof', 'connects', 'leg')	True
deer	worker_101	('hoof', 'above', 'leg')	False
deer	worker_101	('hoof', 'below', 'leg')	True
deer	worker_101	('ear', 'above', 'nose')	True
deer	worker_101	('eye', 'above', 'mouth')	True
deer	worker_101	('torso', 'above', 'hoof')	True
deer	worker_101	('tail', 'behind', 'head')	True
deer	worker_101	('nose', 'below', 'ear')	True
deer	worker_101	('head', 'in front of', 'tail')	True
deer	worker_101	('mouth', 'below', 'eye')	True
deer	worker_101	('hoof', 'below', 'torso')	True
deer	worker_101	('ear', 'below', 'eye')	False
deer	worker_101	('eye', 'below', 'nose')	False
deer	worker_101	('torso', 'in front of', 'head')	False
deer	worker_101	('torso', 'below', 'leg')	False
deer	worker_101	('tail', 'in front of', 'torso')	False
deer	worker_101	('nose', 'below', 'mouth')	False
deer	worker_101	('leg', 'below', 'hoof')	False
deer	worker_101	('nose', 'above', 'ear')	False
deer	worker_101	('mouth', 'above', 'eye')	False
deer	worker_101	('hoof', 'above', 'torso')	False
deer	worker_101	('head', 'behind', 'tail')	False
deer	worker_101	('ear', 'below', 'nose')	False
deer	worker_101	('tail', 'in front of', 'head')	False
deer	worker_101	('eye', 'below', 'mouth')	False
deer	worker_101	('torso', 'below', 'hoof')	False
deer	worker_101	('ear', 'above', 'mouth')	True
deer	worker_101	('mouth', 'below', 'ear')	True
deer	worker_101	('mouth', 'above', 'ear')	False
deer	worker_101	('ear', 'below', 'mouth')	False
deer	worker_100	('ear', 'next to', 'antler')	True
deer	worker_100	('ear', 'above', 'eye')	True
deer	worker_100	('antler', 'above', 'eye')	True
deer	worker_100	('eye', 'above', 'nose')	True
deer	worker_100	('nose', 'above', 'mouth')	True
deer	worker_100	('tail', 'behind', 'ear')	True
deer	worker_100	('tail', 'behind', 'antler')	True
deer	worker_100	('tail', 'behind', 'eye')	True
deer	worker_100	('tail', 'behind', 'nose')	True
deer	worker_100	('tail', 'behind', 'mouth')	True
deer	worker_100	('tail', 'above', 'leg')	True
deer	worker_100	('leg', 'connects', 'hoof')	True
deer	worker_100	('leg', 'above', 'hoof')	True
deer	worker_100	('antler', 'next to', 'ear')	True
deer	worker_100	('eye', 'above', 'ear')	False
deer	worker_100	('eye', 'below', 'ear')	True
deer	worker_100	('eye', 'above', 'antler')	False
deer	worker_100	('eye', 'below', 'antler')	True
deer	worker_100	('nose', 'above', 'eye')	False
deer	worker_100	('nose', 'below', 'eye')	True
deer	worker_100	('mouth', 'above', 'nose')	False
deer	worker_100	('mouth', 'below', 'nose')	True
deer	worker_100	('ear', 'behind', 'tail')	False
deer	worker_100	('ear', 'in front of', 'tail')	True
deer	worker_100	('antler', 'behind', 'tail')	False
deer	worker_100	('antler', 'in front of', 'tail')	True
deer	worker_100	('eye', 'behind', 'tail')	False
deer	worker_100	('eye', 'in front of', 'tail')	True
deer	worker_100	('nose', 'behind', 'tail')	False
deer	worker_100	('nose', 'in front of', 'tail')	True
deer	worker_100	('mouth', 'behind', 'tail')	False
deer	worker_100	('mouth', 'in front of', 'tail')	True
deer	worker_100	('leg', 'above', 'tail')	False
deer	worker_100	('leg', 'below', 'tail')	True
deer	worker_100	('hoof', 'connects', 'leg')	True
deer	worker_100	('hoof', 'above', 'leg')	False
deer	worker_100	('hoof', 'below', 'leg')	True
deer	worker_100	('ear', 'above', 'nose')	True
deer	worker_100	('antler', 'above', 'nose')	True
deer	worker_100	('eye', 'above', 'mouth')	True
deer	worker_100	('tail', 'above', 'hoof')	True
deer	worker_100	('nose', 'below', 'ear')	True
deer	worker_100	('nose', 'below', 'antler')	True
deer	worker_100	('mouth', 'below', 'eye')	True
deer	worker_100	('hoof', 'below', 'tail')	True
deer	worker_100	('ear', 'below', 'eye')	False
deer	worker_100	('antler', 'below', 'eye')	False
deer	worker_100	('eye', 'below', 'nose')	False
deer	worker_100	('nose', 'below', 'mouth')	False
deer	worker_100	('tail', 'in front of', 'ear')	False
deer	worker_100	('tail', 'in front of', 'antler')	False
deer	worker_100	('tail', 'in front of', 'eye')	False
deer	worker_100	('tail', 'in front of', 'nose')	False
deer	worker_100	('tail', 'in front of', 'mouth')	False
deer	worker_100	('tail', 'below', 'leg')	False
deer	worker_100	('leg', 'below', 'hoof')	False
deer	worker_100	('nose', 'above', 'ear')	False
deer	worker_100	('nose', 'above', 'antler')	False
deer	worker_100	('mouth', 'above', 'eye')	False
deer	worker_100	('hoof', 'above', 'tail')	False
deer	worker_100	('ear', 'below', 'nose')	False
deer	worker_100	('antler', 'below', 'nose')	False
deer	worker_100	('eye', 'below', 'mouth')	False
deer	worker_100	('tail', 'below', 'hoof')	False
deer	worker_100	('ear', 'above', 'mouth')	True
deer	worker_100	('antler', 'above', 'mouth')	True
deer	worker_100	('mouth', 'below', 'ear')	True
deer	worker_100	('mouth', 'below', 'antler')	True
deer	worker_100	('mouth', 'above', 'ear')	False
deer	worker_100	('mouth', 'above', 'antler')	False
deer	worker_100	('ear', 'below', 'mouth')	False
deer	worker_100	('antler', 'below', 'mouth')	False
deer	worker_102	('antler', 'connects', 'head')	True
deer	worker_102	('antler', 'above', 'head')	True
deer	worker_102	('eye', 'above', 'nose')	True
deer	worker_102	('eye', 'part of', 'head')	True
deer	worker_102	('nose', 'above', 'mouth')	True
deer	worker_102	('nose', 'part of', 'head')	True
deer	worker_102	('mouth', 'part of', 'head')	True
deer	worker_102	('head', 'connects', 'ear')	True
deer	worker_102	('head', 'connects', 'body')	True
deer	worker_102	('body', 'behind', 'head')	True
deer	worker_102	('body', 'connects', 'head')	True
deer	worker_102	('body', 'connects', 'tail')	True
deer	worker_102	('body', 'connects', 'leg')	True
deer	worker_102	('body', 'above', 'leg')	True
deer	worker_102	('tail', 'behind', 'body')	True
deer	worker_102	('leg', 'above', 'hoof')	True
deer	worker_102	('leg', 'connects', 'hoof')	True
deer	worker_102	('head', 'connects', 'antler')	True
deer	worker_102	('head', 'above', 'antler')	False
deer	worker_102	('head', 'below', 'antler')	True
deer	worker_102	('nose', 'above', 'eye')	False
deer	worker_102	('nose', 'below', 'eye')	True
deer	worker_102	('head', 'part of', 'eye')	False
deer	worker_102	('head', 'has part', 'eye')	True
deer	worker_102	('mouth', 'above', 'nose')	False
deer	worker_102	('mouth', 'below', 'nose')	True
deer	worker_102	('head', 'part of', 'nose')	False
deer	worker_102	('head', 'has part', 'nose')	True
deer	worker_102	('head', 'part of', 'mouth')	False
deer	worker_102	('head', 'has part', 'mouth')	True
deer	worker_102	('ear', 'connects', 'head')	True
deer	worker_102	('head', 'behind', 'body')	False
deer	worker_102	('head', 'in front of', 'body')	True
deer	worker_102	('tail', 'connects', 'body')	True
deer	worker_102	('leg', 'connects', 'body')	True
deer	worker_102	('leg', 'above', 'body')	False
deer	worker_102	('leg', 'below', 'body')	True
deer	worker_102	('body', 'behind', 'tail')	False
deer	worker_102	('body', 'in front of', 'tail')	True
deer	worker_102	('hoof', 'above', 'leg')	False
deer	worker_102	('hoof', 'below', 'leg')	True
deer	worker_102	('hoof', 'connects', 'leg')	True
deer	worker_102	('eye', 'above', 'mouth')	True
deer	worker_102	('body', 'above', 'hoof')	True
deer	worker_102	('tail', 'behind', 'head')	True
deer	worker_102	('mouth', 'below', 'eye')	True
deer	worker_102	('head', 'in front of', 'tail')	True
deer	worker_102	('hoof', 'below', 'body')	True
deer	worker_102	('antler', 'below', 'head')	False
deer	worker_102	('eye', 'below', 'nose')	False
deer	worker_102	('eye', 'has part', 'head')	False
deer	worker_102	('nose', 'below', 'mouth')	False
deer	worker_102	('nose', 'has part', 'head')	False
deer	worker_102	('mouth', 'has part', 'head')	False
deer	worker_102	('body', 'in front of', 'head')	False
deer	worker_102	('body', 'below', 'leg')	False
deer	worker_102	('tail', 'in front of', 'body')	False
deer	worker_102	('leg', 'below', 'hoof')	False
deer	worker_102	('mouth', 'above', 'eye')	False
deer	worker_102	('hoof', 'above', 'body')	False
deer	worker_102	('head', 'behind', 'tail')	False
deer	worker_102	('eye', 'below', 'mouth')	False
deer	worker_102	('tail', 'in front of', 'head')	False
deer	worker_102	('body', 'below', 'hoof')	False
dog	worker_101	('ear', 'next to', 'head')	True
dog	worker_101	('ear', 'connects', 'head')	True
dog	worker_101	('head', 'connects', 'mouth')	True
dog	worker_101	('head', 'connects', 'nose')	True
dog	worker_101	('head', 'connects', 'eye')	True
dog	worker_101	('head', 'connects', 'body')	True
dog	worker_101	('head', 'above', 'body')	True
dog	worker_101	('body', 'behind', 'head')	True
dog	worker_101	('body', 'connects', 'head')	True
dog	worker_101	('body', 'above', 'leg')	True
dog	worker_101	('body', 'connects', 'leg')	True
dog	worker_101	('nose', 'above', 'mouth')	True
dog	worker_101	('tongue', 'inside', 'mouth')	True
dog	worker_101	('leg', 'connects', 'tail')	True
dog	worker_101	('leg', 'above', 'foot')	True
dog	worker_101	('leg', 'connects', 'foot')	True
dog	worker_101	('tail', 'behind', 'leg')	True
dog	worker_101	('eye', 'above', 'nose')	True
dog	worker_101	('head', 'next to', 'ear')	True
dog	worker_101	('head', 'connects', 'ear')	True
dog	worker_101	('mouth', 'connects', 'head')	True
dog	worker_101	('nose', 'connects', 'head')	True
dog	worker_101	('eye', 'connects', 'head')	True
dog	worker_101	('body', 'above', 'head')	False
dog	worker_101	('body', 'below', 'head')	True
dog	worker_101	('head', 'behind', 'body')	False
dog	worker_101	('head', 'in front of', 'body')	True
dog	worker_101	('leg', 'above', 'body')	False
dog	worker_101	('leg', 'below', 'body')	True
dog	worker_101	('leg', 'connects', 'body')	True
dog	worker_101	('mouth', 'above', 'nose')	False
dog	worker_101	('mouth', 'below', 'nose')	True
dog	worker_101	('mouth', 'inside', 'tongue')	False
dog	worker_101	('mouth', 'contains', 'tongue')	True
dog	worker_101	('tail', 'connects', 'leg')	True
dog	worker_101	('foot', 'above', 'leg')	False
dog	worker_101	('foot', 'below', 'leg')	True
dog	worker_101	('foot', 'connects', 'leg')	True
dog	worker_101	('leg', 'behind', 'tail')	False
dog	worker_101	('leg', 'in front of', 'tail')	True
dog	worker_101	('nose', 'above', 'eye')	False
dog	worker_101	('nose', 'below', 'eye')	True
dog	worker_101	('head', 'above', 'leg')	True
dog	worker_101	('body', 'above', 'foot')	True
dog	worker_101	('eye', 'above', 'mouth')	True
dog	worker_101	('leg', 'below', 'head')	True
dog	worker_101	('mouth', 'below', 'eye')	True
dog	worker_101	('foot', 'below', 'body')	True
dog	worker_101	('head', 'below', 'body')	False
dog	worker_101	('body', 'in front of', 'head')	False
dog	worker_101	('body', 'below', 'leg')	False
dog	worker_101	('nose', 'below', 'mouth')	False
dog	worker_101	('tongue', 'contains', 'mouth')	False
dog	worker_101	('leg', 'below', 'foot')	False
dog	worker_101	('tail', 'in front of', 'leg')	False
dog	worker_101	('eye', 'below', 'nose')	False
dog	worker_101	('leg', 'above', 'head')	False
dog	worker_101	('foot', 'above', 'body')	False
dog	worker_101	('mouth', 'above', 'eye')	False
dog	worker_101	('head', 'below', 'leg')	False
dog	worker_101	('eye', 'below', 'mouth')	False
dog	worker_101	('body', 'below', 'foot')	False
dog	worker_101	('head', 'above', 'foot')	True
dog	worker_101	('foot', 'below', 'head')	True
dog	worker_101	('foot', 'above', 'head')	False
dog	worker_101	('head', 'below', 'foot')	False
dog	worker_102	('head', 'connects', 'ear')	True
dog	worker_102	('head', 'connects', 'body')	True
dog	worker_102	('eye', 'part of', 'head')	True
dog	worker_102	('nose', 'part of', 'head')	True
dog	worker_102	('nose', 'above', 'mouth')	True
dog	worker_102	('tongue', 'part of', 'mouth')	True
dog	worker_102	('body', 'connects', 'tail')	True
dog	worker_102	('body', 'connects', 'leg')	True
dog	worker_102	('tail', 'behind', 'body')	True
dog	worker_102	('leg', 'connects', 'foot')	True
dog	worker_102	('leg', 'above', 'foot')	True
dog	worker_102	('ear', 'connects', 'head')	True
dog	worker_102	('body', 'connects', 'head')	True
dog	worker_102	('head', 'part of', 'eye')	False
dog	worker_102	('head', 'has part', 'eye')	True
dog	worker_102	('head', 'part of', 'nose')	False
dog	worker_102	('head', 'has part', 'nose')	True
dog	worker_102	('mouth', 'above', 'nose')	False
dog	worker_102	('mouth', 'below', 'nose')	True
dog	worker_102	('mouth', 'part of', 'tongue')	False
dog	worker_102	('mouth', 'has part', 'tongue')	True
dog	worker_102	('tail', 'connects', 'body')	True
dog	worker_102	('leg', 'connects', 'body')	True
dog	worker_102	('body', 'behind', 'tail')	False
dog	worker_102	('body', 'in front of', 'tail')	True
dog	worker_102	('foot', 'connects', 'leg')	True
dog	worker_102	('foot', 'above', 'leg')	False
dog	worker_102	('foot', 'below', 'leg')	True
dog	worker_102	('eye', 'has part', 'head')	False
dog	worker_102	('nose', 'has part', 'head')	False
dog	worker_102	('nose', 'below', 'mouth')	False
dog	worker_102	('tongue', 'has part', 'mouth')	False
dog	worker_102	('tail', 'in front of', 'body')	False
dog	worker_102	('leg', 'below', 'foot')	False
dog	worker_107	('head', 'connects', 'torso')	True
dog	worker_107	('eye', 'part of', 'head')	True
dog	worker_107	('nose', 'part of', 'head')	True
dog	worker_107	('ear', 'part of', 'head')	True
dog	worker_107	('mouth', 'part of', 'head')	True
dog	worker_107	('tongue', 'inside', 'mouth')	True
dog	worker_107	('torso', 'connects', 'leg')	True
dog	worker_107	('torso', 'connects', 'tail')	True
dog	worker_107	('leg', 'connects', 'foot')	True
dog	worker_107	('torso', 'connects', 'head')	True
dog	worker_107	('head', 'part of', 'eye')	False
dog	worker_107	('head', 'has part', 'eye')	True
dog	worker_107	('head', 'part of', 'nose')	False
dog	worker_107	('head', 'has part', 'nose')	True
dog	worker_107	('head', 'part of', 'ear')	False
dog	worker_107	('head', 'has part', 'ear')	True
dog	worker_107	('head', 'part of', 'mouth')	False
dog	worker_107	('head', 'has part', 'mouth')	True
dog	worker_107	('mouth', 'inside', 'tongue')	False
dog	worker_107	('mouth', 'contains', 'tongue')	True
dog	worker_107	('leg', 'connects', 'torso')	True
dog	worker_107	('tail', 'connects', 'torso')	True
dog	worker_107	('foot', 'connects', 'leg')	True
dog	worker_107	('eye', 'has part', 'head')	False
dog	worker_107	('nose', 'has part', 'head')	False
dog	worker_107	('ear', 'has part', 'head')	False
dog	worker_107	('mouth', 'has part', 'head')	False
dog	worker_107	('tongue', 'contains', 'mouth')	False
doorbell	worker_101	('transformer', 'connects', 'wiring')	True
doorbell	worker_101	('transformer', 'connects', 'power supply')	True
doorbell	worker_101	('bell wire', 'connects', 'doorbell button')	True
doorbell	worker_101	('bell wire', 'connects', 'chime unit')	True
doorbell	worker_101	('wiring', 'connects', 'transformer')	True
doorbell	worker_101	('power supply', 'connects', 'transformer')	True
doorbell	worker_101	('doorbell button', 'connects', 'bell wire')	True
doorbell	worker_101	('chime unit', 'connects', 'bell wire')	True
doorbell	worker_102	('transformer', 'connects', 'bell wire')	True
doorbell	worker_102	('transformer', 'connects', 'chime unit')	True
doorbell	worker_102	('bell wire', 'connects', 'doorbell button')	True
doorbell	worker_102	('doorbell button', 'connects', 'chime unit')	True
doorbell	worker_102	('bell wire', 'connects', 'transformer')	True
doorbell	worker_102	('chime unit', 'connects', 'transformer')	True
doorbell	worker_102	('doorbell button', 'connects', 'bell wire')	True
doorbell	worker_102	('chime unit', 'connects', 'doorbell button')	True
doorbell	worker_107	('transformer', 'connects', 'bell wire')	True
doorbell	worker_107	('transformer', 'connects', 'power supply')	True
doorbell	worker_107	('bell wire', 'connects', 'doorbell button')	True
doorbell	worker_107	('chime unit', 'connects', 'transformer')	True
doorbell	worker_107	('chime unit', 'connects', 'doorbell button')	True
doorbell	worker_107	('bell wire', 'connects', 'transformer')	True
doorbell	worker_107	('power supply', 'connects', 'transformer')	True
doorbell	worker_107	('doorbell button', 'connects', 'bell wire')	True
doorbell	worker_107	('transformer', 'connects', 'chime unit')	True
doorbell	worker_107	('doorbell button', 'connects', 'chime unit')	True
fire extinguisher	worker_101	('tamper seal', 'connects', 'pull pin')	True
fire extinguisher	worker_101	('tamper seal', 'next to', 'pull pin')	True
fire extinguisher	worker_101	('pull pin', 'above', 'release lever')	True
fire extinguisher	worker_101	('pull pin', 'connects', 'release lever')	True
fire extinguisher	worker_101	('release lever', 'connects', 'valve assembly')	True
fire extinguisher	worker_101	('valve assembly', 'above', 'release lever')	True
fire extinguisher	worker_101	('valve assembly', 'connects', 'hose')	True
fire extinguisher	worker_101	('valve assembly', 'above', 'cylindrical tank')	True
fire extinguisher	worker_101	('valve assembly', 'connects', 'handle')	True
fire extinguisher	worker_101	('valve assembly', 'connects', 'cylindrical tank')	True
fire extinguisher	worker_101	('valve assembly', 'next to', 'handle')	True
fire extinguisher	worker_101	('hose', 'connects', 'cylindrical tank')	True
fire extinguisher	worker_101	('propellant', 'inside', 'cylindrical tank')	True
fire extinguisher	worker_101	('extinguishing agent', 'inside', 'cylindrical tank')	True
fire extinguisher	worker_101	('pull pin', 'connects', 'tamper seal')	True
fire extinguisher	worker_101	('pull pin', 'next to', 'tamper seal')	True
fire extinguisher	worker_101	('release lever', 'above', 'pull pin')	False
fire extinguisher	worker_101	('release lever', 'below', 'pull pin')	True
fire extinguisher	worker_101	('release lever', 'connects', 'pull pin')	True
fire extinguisher	worker_101	('valve assembly', 'connects', 'release lever')	True
fire extinguisher	worker_101	('release lever', 'above', 'valve assembly')	False
